lambda	estimate	std.error	conf.low	conf.high	nzero	log_lambda
0.19886959329312154	0.04916170095489695	0.0012957326272911669	0.047865968327605785	0.05045743358218811	0	-0.7014316144346466
0.18983066336313964	0.04912254916016119	0.0013016551172165803	0.04782089404294461	0.050424204277377774	1	-0.7216336346178522
0.1812025667482272	0.049050724830266366	0.0013060579185076165	0.04774466691175875	0.05035678274877398	2	-0.7418356548010578
0.17296663044017654	0.04893141212647659	0.0013026648683964984	0.04762874725808009	0.05023407699487308	4	-0.7620376749842634
0.16510503014782105	0.048738719796738904	0.0012904082702927385	0.047448311526446164	0.05002912806703164	4	-0.782239695167469
0.1576007517215358	0.048497545242773867	0.0012801252567172534	0.047217419986056615	0.04977767049949112	6	-0.8024417153506747
0.15043755433105416	0.04821049874913411	0.0012704284485008136	0.046940070300633296	0.04948092719763493	9	-0.8226437355338803
0.14359993531690962	0.04784135537794823	0.0012656487036679803	0.04657570667428025	0.04910700408161621	10	-0.8428457557170858
0.1370730966394336	0.04740143445582455	0.001260147492271772	0.046141286963552776	0.048661581948096326	14	-0.8630477759002914
0.13084291285269817	0.046888136539433606	0.001254591110196161	0.04563354542923744	0.04814272764962977	17	-0.883249796083497
0.12489590053409268	0.0462780095023241	0.0012613573111025609	0.04501665219122154	0.04753936681342666	28	-0.9034518162667025
0.11921918910337294	0.045574692355867946	0.0012759234129818835	0.04429876894288606	0.04685061576884983	32	-0.9236538364499081
0.11380049296803008	0.04479116746172484	0.0013013632787448003	0.04348980418298004	0.04609253074046964	39	-0.9438558566331137
0.10862808493469502	0.04397429038086996	0.0013244945213669768	0.04264979585950298	0.04529878490223694	45	-0.9640578768163193
0.10369077082903587	0.04313707782815718	0.0013418879729544982	0.04179518985520268	0.04447896580111167	50	-0.9842598969995249
0.09897786526922006	0.04228683852790439	0.0013438954198688202	0.04094294310803557	0.043630733947773205	55	-1.0044619171827305
0.09447916854051	0.04142306169340886	0.001340218385707643	0.04008284330770122	0.042763280079116506	60	-1.024663937365936
0.09018494452094414	0.040568401194771994	0.0013363245199440208	0.039232076674827976	0.04190472571471601	66	-1.0448659575491417
0.0860858996103298	0.03973123901489397	0.0013313919406145428	0.038399847074279424	0.041062630955508515	74	-1.065067977732347
0.08217316261694581	0.03892037709539395	0.0013238892445206572	0.03759648785087329	0.040244266339914604	82	-1.0852699979155527
0.07843826555842566	0.03814261248583695	0.0013175556467401315	0.03682505683909682	0.039460168132577085	91	-1.1054720180987583
0.07487312533526996	0.03740188919804331	0.001309029348298301	0.03609285984974501	0.038710918546341615	94	-1.1256740382819639
0.07147002623732625	0.03669147811362734	0.0012971054319752984	0.03539437268165205	0.03798858354560264	106	-1.1458760584651695
