lambda	estimate	std.error	conf.low	conf.high	nzero	log_lambda
1.463227937540211	1.1743247258122271	0.12073932768920069	1.0535853981230265	1.2950640535014277	0	0.1653119845704118
1.3332388005098392	1.1742546326785392	0.12079011769453815	1.0534645149840012	1.2950447503730773	4	0.12490794420400055
1.2147975401379094	1.1707980123546724	0.12110588573118636	1.049692126623486	1.2919038980858588	5	0.08450390383758931
1.106878274890279	1.1640202029488975	0.12124431953575346	1.042775883413144	1.285264522484651	6	0.04409986347117809
1.0085462597207697	1.154639540572055	0.12098619104243266	1.0336533495296225	1.2756257316144877	7	0.0036958231047669074
0.9189497897567664	1.1442742619042867	0.12073862258990742	1.0235356393143793	1.2650128844941941	7	-0.036708217261644305
0.8373128232390732	1.1297805713740203	0.11935115491353443	1.010429416460486	1.2491317262875548	9	-0.0771122576280555
0.7629282598194589	1.1062822396860885	0.11638180744016167	0.9899004322459268	1.2226640471262502	14	-0.11751629799446671
0.6951518159957232	1.0800899940607305	0.1130151026411789	0.9670748914195516	1.1931050967019095	16	-0.15792033836087796
0.6333964446362309	1.0519109515273317	0.10826695457914734	0.9436439969481843	1.160177906106479	21	-0.1983243787272891
0.5771272502585049	1.0242103489993322	0.10353788537912466	0.9206724636202075	1.1277482343784568	25	-0.23872841909370035
0.5258568560204556	0.9986694531518704	0.09967285828384388	0.8989965948680265	1.0983423114357143	29	-0.2791324594601115
0.47914118229533925	0.9748463854688766	0.0966769134922857	0.8781694719765909	1.0715232989611623	34	-0.3195364998265227
0.4365756002664822	0.9522678792541495	0.09440467474811567	0.8578632045060338	1.0466725540022652	37	-0.359940540192934
0.3977914272260485	0.9318707334260391	0.09208238870940195	0.8397883447166371	1.023953122135441	45	-0.40034458055934513
0.3624527332218049	0.9127836849288352	0.0897519809865629	0.8230317039422723	1.0025356659153981	56	-0.44074862092575634
0.33025343139258656	0.8946458846206061	0.08769185392370858	0.8069540306968975	0.9823377385443147	67	-0.4811526612921675
0.30091462679033937	0.8775036366506219	0.0857697943618722	0.7917338422887498	0.9632734310124941	71	-0.5215567016585787
0.2741822007255058	0.8623106914696609	0.08341278872960178	0.7788979027400591	0.9457234801992627	76	-0.5619607420249899
0.24982460971250806	0.8501520207337158	0.08093343330415241	0.7692185874295634	0.9310854540378681	83	-0.6023647823914011
0.22763087995084824	0.8404421233564096	0.07868296980852467	0.7617591535478849	0.9191250931649342	95	-0.6427688227578123
0.20740877997097976	0.8323966308367601	0.07653976927355806	0.755856861563202	0.9089364001103182	104	-0.6831728631242235
0.18898315561728332	0.8249910560882939	0.07455971498802519	0.7504313411002688	0.8995507710763191	113	-0.7235769034906347
0.17219441294656598	0.8181968049636076	0.07292850386391406	0.7452683010996936	0.8911253088275216	117	-0.763980943857046
0.156897135901676	0.8126970854793185	0.0715792426988326	0.7411178427804859	0.8842763281781512	132	-0.8043849842234572
0.1429588267871842	0.8093271594314815	0.07030039775207912	0.7390267616794024	0.8796275571835606	142	-0.8447890245898683
0.13025875863773378	0.8081025527368071	0.06898267888880973	0.7391198738479974	0.8770852316256168	150	-0.8851930649562795
0.11868692953882336	0.8090206312487516	0.0677718948758833	0.7412487363728683	0.8767925261246349	160	-0.9255971053226907
0.10814310984284917	0.8121677099043834	0.06675272117594011	0.7454149887284433	0.8789204310803235	167	-0.9660011456891019
