lambda	estimate	std.error	conf.low	conf.high	nzero	log_lambda
0.2321083617313661	0.2421122064652275	0.00584896220648318	0.23626324425874431	0.24796116867171067	0	-0.6343092137518423
0.22155867847858063	0.2420312561130396	0.00583650446739291	0.23619475164564668	0.24786776058043253	2	-0.654511233935048
0.21148849461092678	0.24187047196884753	0.005826548721779851	0.2360439232470677	0.24769702069062738	2	-0.6747132541182536
0.20187601614134051	0.24166924415765179	0.005819449058818506	0.23584979509883328	0.2474886932164703	4	-0.694915274301459
0.1927004396531043	0.24141228831116912	0.005813694086530584	0.23559859422463852	0.24722598239769972	7	-0.7151172944846647
0.18394190727689635	0.24106353678026987	0.005804008687504364	0.2352595280927655	0.24686754546777423	8	-0.7353193146678703
0.1755814637142022	0.2405769996813448	0.005807458636183122	0.23476954104516168	0.24638445831752792	13	-0.7555213348510759
0.16760101521407836	0.23988230022875212	0.005811244300047099	0.23407105592870503	0.2456935445287992	17	-0.7757233550342815
0.15998329041448592	0.23888848679297897	0.005773094951570148	0.23311539184140884	0.2446615817445491	22	-0.795925375217487
0.15271180296344533	0.23783891462606385	0.005725205802397662	0.2321137088236662	0.2435641204284615	25	-0.8161273954006926
0.14577081583911797	0.23680638170674653	0.005676403116256903	0.23112997859048962	0.24248278482300345	33	-0.8363294155838982
0.13914530729159458	0.23573983232169024	0.0056400544393188905	0.23009977788237135	0.24137988676100913	40	-0.8565314357671038
0.13282093833268233	0.2345385075342293	0.005629220434294465	0.22890928709993486	0.24016772796852376	55	-0.8767334559503094
0.12678402170333114	0.23318934806082353	0.005621175882449561	0.22756817217837397	0.2388105239432731	66	-0.8969354761335149
0.12102149225153812	0.23174048522200416	0.005611586710691515	0.22612889851131265	0.23735207193269567	81	-0.9171374963167205
0.11552087865662244	0.23026617763312798	0.005569494217024299	0.2246966834161037	0.23583567185015228	88	-0.9373395164999261
0.11027027643867511	0.22870960502096074	0.00548196117363579	0.22322764384732496	0.23419156619459652	105	-0.9575415366831317
0.10525832219477116	0.22711056294456375	0.005377951701714152	0.2217326112428496	0.2324885146462779	135	-0.9777435568663373
0.10047416900618565	0.22559784867530228	0.00528829021527164	0.22030955846003064	0.2308861388905739	149	-0.9979455770495428
0.09590746296338973	0.2241635104156399	0.005205934604114712	0.2189575758115252	0.2293694450197546	178	-1.0181475972327483
0.09154832075802175	0.22289831418193817	0.005137642092575201	0.21776067208936298	0.22803595627451337	205	-1.038349617415954
0.08738730829333802	0.221889877131433	0.005079981901561959	0.21680989522987104	0.22696985903299494	235	-1.0585516375991595
0.08341542026685145	0.2211294570784957	0.00501697915364054	0.21611247792485516	0.22614643623213626	263	-1.078753657782365
0.0796240606809708	0.2205937321657574	0.004950656550756558	0.21564307561500085	0.22554438871651394	297	-1.0989556779655707
0.07600502423946162	0.22018615521616303	0.0048633180945508005	0.21532283712161224	0.22504947331071382	340	-1.1191576981487763
0.07255047858946642	0.21994547474678888	0.004783852606070708	0.21516162214071818	0.22472932735285958	372	-1.139359718331982
0.0692529473706528	0.21990254898235823	0.00472674235733044	0.21517580662502778	0.22462929133968867	407	-1.1595617385151875
0.06610529403480368	0.22008099633085745	0.004671716918764417	0.21540927941209304	0.22475271324962187	451	-1.1797637586983931
0.06310070640083226	0.2204915762979121	0.004627224960812823	0.21586435133709928	0.22511880125872494	495	-1.1999657788815987
0.060232681911795365	0.2211500370062873	0.004604193692499077	0.21654584331378823	0.22575423069878636	526	-1.2201677990648043
