lambda	estimate	std.error	conf.low	conf.high	nzero	log_lambda
1.7713809554372526	6.606779562796234	0.20071487945846261	6.406064683337771	6.807494442254697	0	0.2483119711575339
1.6908689572460465	6.6048151707669165	0.19982030158564945	6.404994869181267	6.804635472352566	1	0.22810995097432826
1.6140163536265408	6.600050320777367	0.19928687999396613	6.4007634407834	6.799337200771333	1	0.2079079307911226
1.5406568194479202	6.5911354558907975	0.19883531781064198	6.392300138080156	6.789970773701439	2	0.187705910607917
1.4706315893132533	6.579846009694275	0.19848139588138788	6.381364613812886	6.778327405575663	3	0.16750389042471145
1.4037891139579213	6.568058539501771	0.19814899794764626	6.369909541554125	6.766207537449417	3	0.14730187024150582
1.3399847322652685	6.556332650211419	0.19746277349607477	6.358869876715344	6.753795423707494	3	0.12709985005830027
1.2790803581896455	6.543402240884105	0.19623919182541172	6.347163049058693	6.739641432709517	3	0.10689782987509468
1.220944181909286	6.530176932594977	0.19509588011082735	6.33508105248415	6.725272812705804	3	0.08669580969188911
1.1654503845622446	6.516869674215881	0.19424260999012408	6.322627064225757	6.711112284206005	3	0.06649378950868355
1.1124788659480267	6.5043578210333415	0.19358724263017754	6.310770578403164	6.697945063663519	4	0.046291769325477995
1.0619149846056006	6.4918407819165775	0.1930393963894572	6.2988013855271205	6.6848801783060345	7	0.02608974914227235
1.013649309705265	6.477790065829863	0.1921685950041866	6.285621470825676	6.66995866083405	9	0.005887728959066811
0.9675773842174117	6.462930948231114	0.1907380434949776	6.272192904736136	6.653668991726092	11	-0.014314291224138813
0.9235994988456372	6.448751988256122	0.18952809039717397	6.259223897858948	6.638280078653296	13	-0.034516311407344374
0.8816204762349401	6.433628415521365	0.1883718643179692	6.245256551203396	6.622000279839335	17	-0.05471833159054997
0.841549464987991	6.417464075139716	0.18708712113905918	6.230376954000657	6.604551196278774	19	-0.07492035177375557
0.8032997430436797	6.400597432727692	0.1858365362734007	6.214760896454291	6.586433969001093	19	-0.09512237195696116
0.7667885299924112	6.384131008893635	0.1848072312829543	6.199323777610681	6.568938240176589	22	-0.1153243921401668
0.7319368079219617	6.367808776892859	0.18379208161620658	6.184016695276652	6.551600858509065	22	-0.1355264123233724
0.6986691504061657	6.351064096878415	0.1828043320650385	6.168259764813376	6.533868428943453	23	-0.15572843250657797
0.6669135592663326	6.334122271848253	0.18180274776734578	6.152319524080907	6.515925019615599	28	-0.17593045268978352
0.6366013087521073	6.318555176981686	0.18118038487934235	6.137374792102344	6.499735561861028	31	-0.19613247287298913
0.6076667968045533	6.304501950807014	0.1808508834642255	6.123651067342788	6.485352834271239	33	-0.21633449305619468
0.5800474030795556	6.292231543452656	0.18059357958812342	6.111637963864533	6.47282512304078	40	-0.23653651323940023
0.5536833534242813	6.28186625835655	0.1804197474099337	6.101446510946617	6.462286005766484	42	-0.25673853342260583
0.5285175905133931	6.273320479241814	0.18051396417065127	6.092806515071163	6.4538344434124655	42	-0.27694055360581143
0.5044956503650464	6.266346004071993	0.18094911976995584	6.085396884302037	6.447295123841949	52	-0.2971425737890171
0.4815655444694258	6.2611097572144745	0.18130126988188583	6.079808487332588	6.442411027096361	61	-0.31734459397222264
0.45967764727472044	6.257003704641001	0.1820812540865774	6.074922450554423	6.4390849587275785	76	-0.33754661415542825
0.43878458878703647	6.254498540361703	0.18299493647969825	6.071503603882005	6.437493476841401	95	-0.3577486343386338
0.4188411520518083	6.252944081813864	0.18382520924932488	6.069118872564539	6.4367692910631895	113	-0.3779506545218394
0.3998041752948385	6.253048028778144	0.18467688050517722	6.068371148272967	6.437724909283321	136	-0.39815267470504506
0.38163245851117866	6.254213537199068	0.1857905186041585	6.06842301859491	6.440004055803227	161	-0.4183546948882506
0.3642866742996887	6.255926609359353	0.18734241453490488	6.068584194824448	6.443269023894258	183	-0.4385567150714562
0.34772928275030446	6.261413521557207	0.18887846308703343	6.072535058470174	6.450291984644241	210	-0.4587587352546618
0.3319244501998093	6.271927034664918	0.18996616489092263	6.0819608697739955	6.46189319955584	245	-0.4789607554378674
0.3168379716802819	6.286378445300798	0.19083348926072455	6.095544956040073	6.477211934561523	276	-0.49916277562107303
0.3024371968923812	6.304912835407188	0.1916086107604108	6.113304224646777	6.496521446167598	314	-0.5193647958042786
0.28869095954326046	6.327827812685461	0.19237661035672773	6.135451202328733	6.520204423042189	357	-0.5395668159874842
0.2755695098961815	6.356630039987649	0.1930031338601075	6.163626906127541	6.549633173847757	394	-0.5597688361706898
0.2630444503858538	6.391220773339984	0.1933054437664384	6.197915329573545	6.584526217106422	439	-0.5799708563538953
0.2510886741601548	6.4310008891163255	0.19355641607638924	6.237444473039936	6.624557305192715	491	-0.600172876537101
0.23967630641522522	6.476334190427008	0.1942775382382742	6.282056652188734	6.670611728665282	540	-0.6203748967203065
