lambda	estimate	std.error	conf.low	conf.high	nzero	log_lambda
0.22261969974480997	0.24205164822474776	0.005895552847695925	0.23615609537705184	0.24794720107244367	0	-0.6524364073332306
0.2028427792026589	0.24183713532420034	0.005899254968855015	0.23593788035534533	0.24773639029305536	3	-0.6928404476996419
0.18482278577243416	0.2413069672797912	0.005894023840598932	0.23541294343919228	0.24720099112039012	5	-0.7332444880660531
0.168403638891945	0.2405885130096886	0.005841897079002857	0.23474661593068574	0.24643041008869143	6	-0.7736485284324642
0.1534431237659572	0.23964300709447714	0.0057618375673144555	0.23388116952716267	0.2454048446617916	14	-0.8140525687988754
0.13981165956967356	0.23833351119476928	0.0056701842776235	0.23266332691714578	0.24400369547239278	19	-0.8544566091652868
0.127391177081622	0.23668735365070254	0.005591318375252407	0.23109603527545014	0.24227867202595493	33	-0.894860649531698
0.11607409602454424	0.23463832794946932	0.00551460505426917	0.22912372289520014	0.2401529330037385	57	-0.9352646898981092
0.1057623932565014	0.23230438441067644	0.005380643776794639	0.2269237406338818	0.2376850281874711	80	-0.9756687302645204
0.0963667537413137	0.22969515593299225	0.005274918857131587	0.22442023707586067	0.23497007479012383	113	-1.0160727706309316
0.0878057969444459	0.226917556335112	0.005232948345143166	0.2216846079899688	0.23215050468025517	144	-1.0564768109973428
0.08000537195375036	0.2243562290947769	0.005334666685909378	0.21902156240886753	0.22969089578068627	171	-1.096880851363754
0.07289791521974023	0.22223045120303184	0.00550154656380749	0.21672890463922434	0.22773199776683933	202	-1.1372848917301652
0.06642186535244687	0.22074853205095854	0.005730937125546612	0.21501759492541192	0.22647946917650516	247	-1.1776889320965764
0.060521129906111235	0.21994005831088492	0.005996830435185222	0.2139432278756997	0.22593688874607015	302	-1.2180929724629876
0.055144599533253846	0.21951098200041996	0.006248431973229505	0.21326255002719047	0.22575941397364946	363	-1.2584970128293989
0.05024570529995801	0.2193966990192606	0.006489864059392895	0.2129068349598677	0.22588656307865349	419	-1.2989010531958098
0.04578201532804314	0.21974014212648535	0.006828430913992172	0.21291171121249317	0.22656857304047753	476	-1.3393050935622213
0.041714867270435725	0.22044256934440032	0.007129634346413694	0.21331293499798662	0.22757220369081402	532	-1.3797091339286323
0.0380090334364153	0.22149109024361188	0.0074028398903989365	0.21408825035321294	0.22889393013401083	575	-1.4201131742950437
0.034632415666210656	0.22298757016685244	0.007693231144789564	0.21529433902206288	0.230680801311642	626	-1.460517214661455
0.03155576731209588	0.22479314561894392	0.007939808961766407	0.21685333665717751	0.23273295458071033	668	-1.5009212550278659
0.028752439917919585	0.22692429419685567	0.00814452502377379	0.21877976917308187	0.23506881922062947	703	-1.541325295394277
0.02619815240292654	0.22944681281230306	0.008335564656775414	0.22111124815552766	0.23778237746907846	751	-1.5817293357606885
0.023870780750652444	0.23228596961900916	0.00851696759713592	0.22376900202187325	0.24080293721614507	799	-1.6221333761270997
0.02175016638127758	0.23545744514779518	0.008702402582605935	0.22675504256518925	0.24415984773040111	839	-1.662537416493511
0.01981794154765245	0.2390479357900571	0.008879061138701202	0.23016887465135588	0.2479269969287583	878	-1.7029414568599222
0.018057370242659243	0.24287473543399674	0.008953592093084635	0.2339211433409121	0.2518283275270814	914	-1.7433454972263331
0.016453203239924795	0.24690656691777893	0.008966209638010984	0.23794035727976795	0.25587277655578994	946	-1.7837495375927443
0.014991546012317109	0.2512011362150628	0.008975578140586856	0.24222555807447593	0.26017671435564965	975	-1.8241535779591556
0.01365973838419857	0.2556241037101392	0.008921287321368302	0.24670281638877092	0.26454539103150754	1008	-1.8645576183255668
0.012446244875041307	0.26019383914422367	0.008854760382049078	0.2513390787621746	0.26904859952627275	1044	-1.904961658691978
0.011340554784613517	0.2648498970224877	0.008780654971709994	0.2560692420507777	0.27363055199419767	1082	-1.9453656990583892
0.010333091154322455	0.26977800936530244	0.008790218355949338	0.2609877910093531	0.2785682277212518	1118	-1.9857697394248004
0.009415127816180799	0.2748084496586017	0.008867093631063918	0.26594135602753777	0.2836755432896656	1147	-2.0261737797912116
0.008578713810914202	0.2801057054646483	0.008978055167998752	0.27112765029664954	0.28908376063264707	1179	-2.066577820157623
0.007816604520555862	0.2856978951137407	0.009123171100597531	0.2765747240131432	0.29482106621433823	1203	-2.106981860524034
0.00712219891903157	0.2913519209959539	0.009225870356790466	0.28212605063916346	0.3005777913527444	1234	-2.1473859008904452
0.0064894823972298414	0.29691459947933296	0.009308884205103618	0.28760571527422935	0.3062234836844366	1251	-2.1877899412568564
0.005912974667335221	0.3025127965009259	0.009329219599020114	0.2931835769019058	0.311842016099946	1268	-2.2281939816232676
0.005387682295197041	0.3081930669152117	0.009261799947288648	0.29893126696792305	0.31745486686250035	1294	-2.268598021989679
0.004909055449591703	0.31410263787847215	0.009100701913654573	0.30500193596481756	0.32320333979212673	1310	-2.30900206235609
0.004472948493761294	0.32034051002964686	0.00892146597135441	0.31141904405829246	0.32926197600100127	1320	-2.3494061027225013
0.004075584077891294	0.3268718931400449	0.008743375845332973	0.3181285172947119	0.33561526898537786	1336	-2.3898101430889125
0.0037135204215135924	0.33348214667096454	0.00852616761921683	0.3249559790517477	0.34200831429018136	1344	-2.4302141834553237
0.0033836215024506504	0.3404187497460066	0.008330338665529815	0.3320884110804768	0.3487490884115364	1357	-2.4706182238217345
0.003083029894091695	0.3474784119423817	0.00822231614808568	0.33925609579429605	0.3557007280904674	1365	-2.5110222641881457
0.0028091420157304297	0.354412255816004	0.008089592579668025	0.346322663236336	0.362501848395672	1379	-2.5514263045545573
0.0025595855815945335	0.3614129127609873	0.00803978244301576	0.3533731303179715	0.3694526952040031	1395	-2.591830344920968
0.0023321990532412145	0.3683124122168121	0.008026300809686906	0.3602861114071252	0.376338713026499	1406	-2.6322343852873793
0.0021250129173453203	0.37500623916974485	0.008056838671870774	0.36694940049787406	0.38306307784161564	1416	-2.6726384256537905
0.0019362326267171423	0.38160150831215495	0.008171544330302467	0.37342996398185246	0.38977305264245743	1425	-2.7130424660202017
0.0017642230567931846	0.38806354155261963	0.008320901131516406	0.37974264042110323	0.39638444268413603	1433	-2.753446506386613
0.001607494342969452	0.39518939550214166	0.008741459181607658	0.386447936320534	0.40393085468374934	1437	-2.793850546753024
0.0014646889761070103	0.40287781210543805	0.009599561037031492	0.3932782510684066	0.4124773731424695	1441	-2.8342545871194353
0.0013345700444372707	0.41053057775273805	0.011117944555200886	0.39941263319753717	0.4216485223079389	1443	-2.8746586274858466
0.001216010520023995	0.4184428775781797	0.013513671522545838	0.4049292060556339	0.43195654910072556	1447	-2.9150626678522578
0.0011079834969864933	0.42717569604845385	0.01688157824168703	0.41029411780676683	0.44405727429014086	1449	-2.955466708218669
0.0010095532969321634	0.4365418063990534	0.02091709874525727	0.4156247076537961	0.45745890514431065	1454	-2.99587074858508
9.198673645578903e-4	0.4474168035752999	0.02549493360483562	0.42192186997046427	0.4729117371801355	1461	-3.0362747889514914
8.381488832238798e-4	0.4610973847845266	0.030706434182485913	0.4303909506020407	0.49180381896701253	1466	-3.0766788293179026
7.636900465395591e-4	0.47615800865533353	0.03666079533274951	0.439497213322584	0.512818803988083	1471	-3.117082869684314
6.95845927683242e-4	0.4929520750675266	0.0435357067115003	0.4494163683560263	0.5364877817790269	1473	-3.157486910050725
6.340288933545373e-4	0.5121953591458398	0.05213006703349204	0.46006529211234776	0.5643254261793318	1477	-3.1978909504171362
5.777035139758286e-4	0.5342350057873742	0.06291652713968275	0.4713184786476914	0.5971515329270569	1477	-3.2382949907835474
5.263819260574272e-4	0.5599263960485843	0.07655576290825739	0.4833706331403269	0.6364821589568417	1477	-3.2786990311499586
4.796196065574214e-4	0.5897395957062858	0.09336704809760352	0.4963725476086822	0.6831066438038893	1478	-3.31910307151637
4.3701152263575125e-4	0.6223933286421099	0.11244313365216789	0.5099501949899421	0.7348364622942778	1480	-3.359507111882781
3.981886234535184e-4	0.657461011276018	0.13357593450802854	0.5238850767679895	0.7910369457840465	1483	-3.3999111522491923
3.6281464363117644e-4	0.6952584922113288	0.15678687271685515	0.5384716194944736	0.8520453649281841	1485	-3.4403151926156035
3.3058319067868493e-4	0.7342925813710066	0.1819405610651821	0.5523520203058245	0.9162331424361887	1486	-3.4807192329820147
3.0121509117034154e-4	0.7752152060687391	0.20896893715661866	0.5662462689121204	0.9841841432253577	1486	-3.521123273348426
2.7445597267812685e-4	0.817760037419792	0.23784230788813884	0.5799177295316531	1.0556023453079308	1486	-3.561527313714837
2.50074060519427e-4	0.861961550025751	0.26848807873287467	0.5934734712928764	1.1304496287586256	1487	-3.6019313540812483
2.278581702356154e-4	0.9074539980535272	0.3007398131958903	0.606714184857637	1.2081938112494175	1487	-3.6423353944476595
2.076158784133044e-4	0.9540295851538808	0.3342659497395898	0.619763635414291	1.2882955348934706	1487	-3.6827394348140707
1.8917185600479544e-4	1.0010588161194955	0.3688460636857469	0.6322127524337486	1.3699048798052424	1487	-3.723143475180482
1.7236634971174646e-4	1.0375938558292055	0.39411869272684547	0.6434751631023601	1.431712548556051	1487	-3.763547515546893
1.57053798278529e-4	1.051457198252044	0.3969965082841821	0.6544606899678619	1.4484537065362262	1488	-3.8039515559133044
1.431015717102695e-4	1.064615029893052	0.3994723634061395	0.6651426664869124	1.4640873932991914	1488	-3.8443555962797156
1.3038882249528496e-4	1.0775416345217719	0.4018388871489799	0.6757027473727919	1.4793805216707518	1488	-3.884759636646127
